19.3	31.6	21.9	2.8	20	70.6	0
18.7	30.1	22.7	3.2	20.5	73.8	0
12.2	29.9	23.3	4.4	21.2	76.7	0
12.8	29.2	23.5	3.3	22.2	81.7	0
19	29.8	22.9	2	22.3	82.2	0
14	27.3	23.1	3.2	22.7	91.4	0
18.2	29.5	22.7	2.8	22.8	84.3	0
17.2	28.8	22.6	2	21.7	82.3	0
18.6	30.7	22.7	1.6	20.7	71.1	0
18	33.3	22	3	20.7	67.7	0.1
17.1	29.7	23.5	2.9	22.2	79.4	0
19.7	31.8	23.1	2.7	21.7	75.9	0
21.1	30.5	22.6	3	21.1	71.9	0.8
18.7	31.2	23.1	3.4	21.1	72.6	0
19.2	31.1	22.9	2.9	21.3	74.8	0
20.7	30.6	23	3.6	21.9	76.1	0
20.6	31.1	23.4	2.8	21.3	71.4	0
19.9	30.5	24.6	2.2	21.3	70.7	0
18.9	32	24.3	1.9	21.2	67.1	0
19.9	32.8	24.3	2.8	20	61.2	0
20.2	34.4	24.2	2.6	20	59.4	0
20.4	32.1	23.9	1.5	20.3	62.5	0
18	32.4	24.9	1.4	20.8	64.6	0
18.9	32.9	23.7	2.6	20.6	65.7	3.7
18.5	33.9	23.7	2.3	19.8	60.6	1
21.3	33.6	23.1	3.1	20.5	64	0
16.5	31.4	25	4.6	22.4	75	0
11.5	29.1	23.8	4.7	22.2	81.7	1.4
20.1	31	23.5	4.2	21.3	73.4	4.8
21	32	23.5	4	20.6	67.8	0
21	32.9	23.4	3.1	20	64.2	0
21.4	31.4	23.2	3.1	20.1	65.4	0
23.9	31.5	23.4	3.1	17.4	56.1	0.8
21.4	32.2	21.2	3.5	19.6	62.8	0
22.5	31.8	24.6	2.9	21.5	69.6	0
22.6	33.5	22.9	1.8	20.5	64.3	0
23.4	36.2	24.5	2.5	19.7	53.6	0
22.2	35.2	24.8	1.8	18.7	53.4	0
24.9	37.3	24.4	1.2	19	50.1	0
21.9	34.4	25.4	1.4	20.3	56.9	0
22.1	33.2	23.8	2.3	20.2	59.9	0
22.4	33.3	23.7	2.5	19.3	59.5	0
22.1	32.9	23.3	1.9	18.4	56	0
20.9	33.2	23.4	3.2	19.4	58.8	0
21.2	32.5	23.7	2.7	21.9	72.1	0
20.8	32.1	24.3	3.6	22.8	78.2	0
21	32.8	23.5	3.2	22.4	72.8	0
15.5	30.9	24.7	4.3	21.6	71.4	0
22.4	31.4	22.9	5	19	61.1	0
15.3	31.9	24.6	4.8	22	70.7	0
14.4	31.6	24.3	4.8	22.2	71.8	0
16.5	31.2	24.9	5	22.3	73.6	0
19.3	32.3	23.9	4.9	22.2	74	0
19.8	32.4	24.3	5	21.7	68.5	0.5
14.3	29.6	24.2	4.6	23.5	83.9	0.8
22.8	32	23.1	4.3	21	68.7	0
22.3	33.9	23.7	4.5	20.5	63.8	0
23.4	34	24.6	3.3	21.5	65.4	0
21.5	29.5	24.3	2.7	23.2	81.5	0
19.7	32.6	24.1	4.2	20.5	62.4	0
24.7	32.8	23.2	4.8	18.5	56.7	0
19.4	33.4	24.5	4.9	21	64.2	0
16.6	31.8	24.4	4.6	22.1	70	0
22.1	33.7	23.7	4	20.5	63.3	0
22.2	34.9	24.7	3.6	20.5	59.5	0
23.1	35.7	24.2	3.6	19.5	57.3	0
21.6	33.8	25.2	3.8	20.1	59.6	0
20.6	34.7	26	3.8	20.8	59.5	0
22.8	34.1	25.5	3.4	21	60.2	0
23.7	34.3	25.9	2.9	20.1	55.4	0
22.1	35.6	26.8	1.4	20.8	55.5	3.1
21.3	36.5	26.6	1.8	21.5	58	4.6
21.7	34.2	26.4	2.4	23.4	72	3.3
21.9	34.1	24.5	1.1	23.6	76.3	7.7
18.8	32.2	24.4	2.5	23.6	78.7	1.7
22.4	32.9	24.4	4	22.3	73.5	0
22.2	32.7	24	3	22.6	74.4	0
24.3	32.6	24.3	3.4	22.4	72.2	0
21.4	34	24.6	2.7	21.7	65	0
25	33	25	2.8	20.9	61.9	0
23.2	32.7	24.7	2.9	20.8	61.4	0
24	34.2	24.9	2.8	21.4	60.9	0
23.8	32.9	25.9	3	22.6	69.8	1.6
24	32.9	25.3	3	21.2	64	2.9
24.2	34.8	24.1	4.2	20.5	60	0
22.9	30.5	24.7	3.6	22.8	77.9	0
24.4	32.5	23.9	3.2	22.4	73.3	0.1
23.2	32.6	23.7	2.9	21.7	67.9	0
23	34.2	24.4	3.2	20.4	59.5	0
23.2	32.9	25.9	3.2	20.1	59	0
21.6	34.5	24.6	4	20.8	61.7	0
21.2	32.4	25.6	3.7	22.9	73.9	0
20.4	30.1	24	3.9	23	80.1	0.1
23.1	32.6	24.4	4	22.3	71.7	0
21.4	32.6	23.6	3.5	21	67.1	0.2
20.6	33.2	24.2	3.9	21.3	67.1	1
20.8	31.1	24.9	3.6	23.1	78.7	1.2
21.7	31.8	23.8	3.4	21.9	70	0.9
20.3	31	24.4	3.5	23.2	80.6	0
20.7	30.7	23.3	3.3	23.3	83.1	0
20.6	31.5	22.4	3	23.4	82.6	0
24	33.4	22.9	2.3	22.2	72.6	0
23.4	33.1	24.7	3.1	22.1	69.1	0
22.5	34.4	25.8	3.3	22.6	66.9	0
22.6	33.9	26.3	2.6	22.9	66.9	1.2
18.4	34.9	26	2.5	22.6	63.1	10.8
20.4	33.5	26.5	2.3	23.6	70.7	0.5
